repo_id,full_name,html_url,description,language,stargazers_count,forks_count,pushed_at,owner_login,owner_avatar_url,starred_at
614765452,Significant-Gravitas/AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.",Python,175349,45719,2025-05-16T23:24:07Z,Significant-Gravitas,https://avatars.githubusercontent.com/u/130738209?v=4,2025-02-13T04:53:38Z
624681066,reworkd/AgentGPT,https://github.com/reworkd/AgentGPT,"🤖 Assemble, configure, and deploy autonomous AI Agents in your browser.",TypeScript,34085,9419,2025-04-29T01:19:32Z,reworkd,https://avatars.githubusercontent.com/u/120154269?v=4,2025-02-13T04:53:29Z
930110052,13point5/gemini-cursor,https://github.com/13point5/gemini-cursor,An AI cursor for desktop using Gemini 2.0 Flash (Experimental),TypeScript,323,29,2025-02-11T01:40:18Z,13point5,https://avatars.githubusercontent.com/u/20568438?v=4,2025-02-12T13:24:10Z
929611505,armankhondker/awesome-ai-ml-resources,https://github.com/armankhondker/awesome-ai-ml-resources,Learn AI/ML for beginners with a roadmap and free resources. ,,3184,362,2025-03-11T16:34:10Z,armankhondker,https://avatars.githubusercontent.com/u/22623742?v=4,2025-02-12T12:29:20Z
929013859,fdarkaou/open-deep-research,https://github.com/fdarkaou/open-deep-research,An open-source alternative to OpenAI and Gemini's deep research.,TypeScript,856,103,2025-02-12T13:42:49Z,fdarkaou,https://avatars.githubusercontent.com/u/62242714?v=4,2025-02-11T05:06:00Z
178045800,jaredLunde/masonic,https://github.com/jaredLunde/masonic,🧱 High-performance masonry layouts for React,TypeScript,1200,54,2025-04-22T16:33:05Z,jaredLunde,https://avatars.githubusercontent.com/u/86995?v=4,2025-02-10T11:24:26Z
671269505,BerriAI/litellm,https://github.com/BerriAI/litellm,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, Replicate, Groq]",Python,22684,2910,2025-05-16T23:55:07Z,BerriAI,https://avatars.githubusercontent.com/u/121462774?v=4,2025-02-07T22:04:29Z
926245824,superagent-ai/reag,https://github.com/superagent-ai/reag,Reasoning Augmented Generation,Python,842,50,2025-02-12T15:26:40Z,superagent-ai,https://avatars.githubusercontent.com/u/152537519?v=4,2025-02-07T22:03:21Z
345162800,revlis975/Duolingo-Streak-Saver,https://github.com/revlis975/Duolingo-Streak-Saver,Simple automation script for lazy Duolingo users like me just to get a lesson done with login and a few clicks to continue the streak,Python,12,5,2022-10-01T12:31:48Z,revlis975,https://avatars.githubusercontent.com/u/56941457?v=4,2025-02-05T15:57:59Z
384975902,drknzz/auto-lingo,https://github.com/drknzz/auto-lingo,A Duolingo Bot for automatic XP earning,Python,162,54,2022-09-25T09:17:15Z,drknzz,https://avatars.githubusercontent.com/u/65187002?v=4,2025-02-05T15:57:57Z
943149,d3/d3,https://github.com/d3/d3,"Bring data to life with SVG, Canvas and HTML. :bar_chart::chart_with_upwards_trend::tada:",Shell,110622,22864,2025-03-10T08:22:20Z,d3,https://avatars.githubusercontent.com/u/1562726?v=4,2025-02-05T05:02:13Z
926822398,mshumer/OpenDeepResearcher,https://github.com/mshumer/OpenDeepResearcher,,Jupyter Notebook,2551,349,2025-05-02T02:41:44Z,mshumer,https://avatars.githubusercontent.com/u/41550495?v=4,2025-02-05T03:50:05Z
926639724,nickscamara/open-deep-research,https://github.com/nickscamara/open-deep-research,An open source deep research clone. AI Agent that reasons large amounts of web data extracted with Firecrawl,TypeScript,5580,685,2025-05-07T15:38:28Z,nickscamara,https://avatars.githubusercontent.com/u/20311743?v=4,2025-02-05T03:26:46Z
639835356,assafelovic/gpt-researcher,https://github.com/assafelovic/gpt-researcher,LLM based autonomous agent that conducts deep local and web research on any topic and generates a long report with citations.,Python,21403,2796,2025-05-12T19:26:21Z,assafelovic,https://avatars.githubusercontent.com/u/13554167?v=4,2025-02-05T03:26:04Z
926861272,dzhng/deep-research,https://github.com/dzhng/deep-research,"An AI-powered research assistant that performs iterative, deep research on any topic by combining search engines, web scraping, and large language models.  The goal of this repo is to provide the simplest implementation of a deep research agent - e.g. an agent that can refine its research direction overtime and deep dive into a topic.",TypeScript,16195,1672,2025-04-12T01:37:24Z,dzhng,https://avatars.githubusercontent.com/u/1329503?v=4,2025-02-05T03:20:35Z
898968194,huggingface/smolagents,https://github.com/huggingface/smolagents,🤗 smolagents: a barebones library for agents that think in python code.,Python,18718,1624,2025-05-16T15:04:14Z,huggingface,https://avatars.githubusercontent.com/u/25720743?v=4,2025-02-04T22:25:27Z
922423439,jina-ai/node-DeepResearch,https://github.com/jina-ai/node-DeepResearch,"Keep searching, reading webpages, reasoning until it finds the answer (or exceeding the token budget)",TypeScript,4229,389,2025-05-16T06:58:58Z,jina-ai,https://avatars.githubusercontent.com/u/60539444?v=4,2025-02-04T12:41:05Z
294762339,ossu/math,https://github.com/ossu/math,🧮  Path to a free self-taught education in Mathematics!,,7313,669,2025-04-10T05:42:43Z,ossu,https://avatars.githubusercontent.com/u/14957346?v=4,2025-01-31T19:26:22Z
821717191,huglemon/inwind-landing-page,https://github.com/huglemon/inwind-landing-page,"a free, open-source, powerful landing page template.",JavaScript,840,111,2025-03-18T08:43:23Z,huglemon,https://avatars.githubusercontent.com/u/5234578?v=4,2025-01-30T07:23:10Z
511472469,saas-js/saas-ui-nextjs-landing-page,https://github.com/saas-js/saas-ui-nextjs-landing-page,A free Next.js landing page template built with Chakra UI,TypeScript,363,141,2024-10-05T09:38:21Z,saas-js,https://avatars.githubusercontent.com/u/97183497?v=4,2025-01-30T07:22:26Z
304350054,cruip/tailwind-landing-page-template,https://github.com/cruip/tailwind-landing-page-template,Simple Light is a free landing page template built on top of TailwindCSS and fully coded in React / Next.js. Made by ,TypeScript,4122,1593,2025-03-02T15:54:21Z,cruip,https://avatars.githubusercontent.com/u/63243128?v=4,2025-01-30T07:21:03Z
923617188,exa-labs/exa-deepseek-chat,https://github.com/exa-labs/exa-deepseek-chat,A simple open-source chat app that uses Exa's API for web search and Deepseek R1 for reasoning,TypeScript,694,71,2025-01-30T21:33:30Z,exa-labs,https://avatars.githubusercontent.com/u/77906174?v=4,2025-01-30T06:26:24Z
253505956,cruip/open-react-template,https://github.com/cruip/open-react-template,"A free React / Next.js landing page template designed to showcase open source projects, SaaS products, online services, and more. Made by",TypeScript,4294,1946,2025-03-02T15:53:26Z,cruip,https://avatars.githubusercontent.com/u/63243128?v=4,2025-01-28T16:32:43Z
771302083,All-Hands-AI/OpenHands,https://github.com/All-Hands-AI/OpenHands,"🙌 OpenHands: Code Less, Make More",Python,54296,6132,2025-05-16T23:32:39Z,All-Hands-AI,https://avatars.githubusercontent.com/u/169105795?v=4,2025-01-16T16:25:48Z
88011908,practical-tutorials/project-based-learning,https://github.com/practical-tutorials/project-based-learning,Curated list of project-based tutorials,,227713,29756,2024-08-15T05:33:54Z,practical-tutorials,https://avatars.githubusercontent.com/u/89421154?v=4,2025-01-06T23:13:21Z
826170402,elizaOS/eliza,https://github.com/elizaOS/eliza,Autonomous agents for everyone,TypeScript,15831,5176,2025-05-16T23:34:22Z,elizaOS,https://avatars.githubusercontent.com/u/186240462?v=4,2025-01-06T22:52:57Z
912033619,ammaarreshi/Gemini-Search,https://github.com/ammaarreshi/Gemini-Search,Perplexity style AI Search engine clone built with Gemini 2.0 Flash and Grounding,TypeScript,1986,413,2025-01-04T14:37:03Z,ammaarreshi,https://avatars.githubusercontent.com/u/159876365?v=4,2025-01-04T18:39:22Z
881458615,browser-use/browser-use,https://github.com/browser-use/browser-use,🌐 Make websites accessible for AI agents. Automate tasks online with ease.,Python,60388,6662,2025-05-16T23:06:25Z,browser-use,https://avatars.githubusercontent.com/u/192012301?v=4,2024-12-31T08:23:22Z
756142546,SciPhi-AI/R2R,https://github.com/SciPhi-AI/R2R,SoTA production-ready AI retrieval system. Agentic Retrieval-Augmented Generation (RAG) with a RESTful API.,Python,6848,534,2025-05-16T23:05:53Z,SciPhi-AI,https://avatars.githubusercontent.com/u/148402514?v=4,2024-12-30T22:16:07Z
200260887,Shpota/github-activity-generator,https://github.com/Shpota/github-activity-generator,A script that helps generate a rich GitHub Contribution Graph for your account 🤖,Python,3396,283,2025-01-26T15:40:49Z,Shpota,https://avatars.githubusercontent.com/u/5640984?v=4,2024-12-29T02:29:53Z
475553026,ghostty-org/ghostty,https://github.com/ghostty-org/ghostty,"👻 Ghostty is a fast, feature-rich, and cross-platform terminal emulator that uses platform-native UI and GPU acceleration.",Zig,30608,819,2025-05-16T20:43:24Z,ghostty-org,https://avatars.githubusercontent.com/u/169223740?v=4,2024-12-27T21:51:14Z
365739812,tldraw/tldraw,https://github.com/tldraw/tldraw,very good whiteboard SDK / infinite canvas SDK,TypeScript,40107,2519,2025-05-16T16:48:52Z,tldraw,https://avatars.githubusercontent.com/u/86724562?v=4,2024-12-22T07:07:55Z
906701954,irthomasthomas/llm-consortium,https://github.com/irthomasthomas/llm-consortium,"llm-consortium orchestrates mulitple LLMs, iteratively refines & achieves consensus.",Python,249,23,2025-04-30T12:54:27Z,irthomasthomas,https://avatars.githubusercontent.com/u/20578100?v=4,2024-12-22T05:09:54Z
543293939,bytedance/monolith,https://github.com/bytedance/monolith,A Lightweight Recommendation System,Python,8836,680,2023-11-08T12:00:48Z,bytedance,https://avatars.githubusercontent.com/u/4158466?v=4,2024-12-20T07:50:59Z
687017826,Elliott-Chong/chatpdf-yt,https://github.com/Elliott-Chong/chatpdf-yt,,TypeScript,768,323,2024-06-17T10:34:05Z,Elliott-Chong,https://avatars.githubusercontent.com/u/77007117?v=4,2024-12-17T08:31:10Z
839372398,zaidmukaddam/scira,https://github.com/zaidmukaddam/scira,Scira (Formerly MiniPerplx) is a minimalistic AI-powered search engine that helps you find information on the internet and cites it too. Powered by Vercel AI SDK! Search with models like xAI's Grok 3.,TypeScript,8016,942,2025-05-15T18:45:48Z,zaidmukaddam,https://avatars.githubusercontent.com/u/76097144?v=4,2024-12-16T17:31:25Z
902594666,facebookresearch/large_concept_model,https://github.com/facebookresearch/large_concept_model,Large Concept Models: Language modeling in a sentence representation space,Python,2170,196,2025-01-29T05:57:33Z,facebookresearch,https://avatars.githubusercontent.com/u/16943930?v=4,2024-12-15T15:11:01Z
615113749,mayooear/ai-pdf-chatbot-langchain,https://github.com/mayooear/ai-pdf-chatbot-langchain,AI PDF chatbot agent built with LangChain & LangGraph ,TypeScript,15477,3078,2025-02-20T18:19:58Z,mayooear,https://avatars.githubusercontent.com/u/107035552?v=4,2024-12-15T15:07:01Z
903197010,floguo/blueprint,https://github.com/floguo/blueprint,generate product blueprints,TypeScript,191,38,2025-03-05T16:07:30Z,floguo,https://avatars.githubusercontent.com/u/70130527?v=4,2024-12-14T08:24:08Z
751008707,FujiwaraChoki/MoneyPrinter,https://github.com/FujiwaraChoki/MoneyPrinter,Automate Creation of YouTube Shorts using MoviePy.,Python,11765,1514,2025-03-20T07:46:34Z,FujiwaraChoki,https://avatars.githubusercontent.com/u/78088687?v=4,2024-12-12T22:42:53Z
902083892,floguo/mind-map,https://github.com/floguo/mind-map,generate mind maps with ai,TypeScript,110,29,2024-12-12T16:14:15Z,floguo,https://avatars.githubusercontent.com/u/70130527?v=4,2024-12-12T22:25:40Z
872087586,stackblitz-labs/bolt.diy,https://github.com/stackblitz-labs/bolt.diy,"Prompt, run, edit, and deploy full-stack web applications using any LLM you want!",TypeScript,15750,8588,2025-05-12T07:39:23Z,stackblitz-labs,https://avatars.githubusercontent.com/u/164069192?v=4,2024-12-12T09:44:03Z
784181462,ItzCrazyKns/Perplexica,https://github.com/ItzCrazyKns/Perplexica,Perplexica is an AI-powered search engine. It is an Open source alternative to Perplexity AI,TypeScript,21922,2237,2025-05-13T14:44:20Z,ItzCrazyKns,https://avatars.githubusercontent.com/u/95534749?v=4,2024-12-12T04:43:00Z
452939314,neonbjb/tortoise-tts,https://github.com/neonbjb/tortoise-tts,A multi-voice TTS system trained with an emphasis on quality,Jupyter Notebook,14130,1965,2024-11-19T18:59:13Z,neonbjb,https://avatars.githubusercontent.com/u/833082?v=4,2024-12-11T02:24:13Z
746144302,UberGuidoZ/chatgpt-ui,https://github.com/UberGuidoZ/chatgpt-ui,The open-source AI chat app for everyone.,TypeScript,24,0,2024-09-24T16:45:23Z,UberGuidoZ,https://avatars.githubusercontent.com/u/57457139?v=4,2024-12-09T01:59:59Z
645440726,horizon-ui/chatgpt-ai-template,https://github.com/horizon-ui/chatgpt-ai-template,"🧠 Horizon AI Template - Trendiest Open-source ChatGPT UI AI Template & Starter Kit for React, NextJS & Chakra UI",TypeScript,556,219,2025-01-22T18:56:58Z,horizon-ui,https://avatars.githubusercontent.com/u/103844468?v=4,2024-12-09T01:59:56Z
702796244,fishaudio/fish-speech,https://github.com/fishaudio/fish-speech,SOTA Open Source TTS,Python,21107,1688,2025-04-12T14:01:16Z,fishaudio,https://avatars.githubusercontent.com/u/122017386?v=4,2024-12-04T22:52:21Z
162405963,gradio-app/gradio,https://github.com/gradio-app/gradio,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!",Python,38073,2902,2025-05-16T23:32:47Z,gradio-app,https://avatars.githubusercontent.com/u/51063788?v=4,2024-12-04T01:33:20Z
29028775,facebook/react-native,https://github.com/facebook/react-native,A framework for building native applications using React,C++,122037,24660,2025-05-16T23:51:26Z,facebook,https://avatars.githubusercontent.com/u/69631?v=4,2024-11-29T02:09:42Z
786187721,rio-labs/rio,https://github.com/rio-labs/rio,"WebApps in pure Python. No JavaScript, HTML and CSS needed",Python,2883,94,2025-05-11T19:12:48Z,rio-labs,https://avatars.githubusercontent.com/u/166943913?v=4,2024-11-16T10:43:49Z
764555401,piotrkulpinski/openalternative,https://github.com/piotrkulpinski/openalternative,A community driven list of open source alternatives to proprietary software and applications.,TypeScript,4467,174,2025-05-16T15:12:05Z,piotrkulpinski,https://avatars.githubusercontent.com/u/358412?v=4,2024-11-16T03:04:50Z
880576232,SouthBridgeAI/offmute,https://github.com/SouthBridgeAI/offmute,An experiment in meeting transcription and diarization with just an LLM. Maybe I went a little overboard though,TypeScript,544,47,2025-04-07T05:23:22Z,SouthBridgeAI,https://avatars.githubusercontent.com/u/183875484?v=4,2024-11-04T22:06:01Z
881643156,altera-al/project-sid,https://github.com/altera-al/project-sid,,,1017,31,2024-11-04T16:24:29Z,altera-al,https://avatars.githubusercontent.com/u/186979586?v=4,2024-11-01T22:08:34Z
678526156,marimo-team/marimo,https://github.com/marimo-team/marimo,"A reactive notebook for Python — run reproducible experiments, query with SQL, execute as a script, deploy as an app, and version with git. All in a modern, AI-native editor.",Python,13262,530,2025-05-16T20:22:19Z,marimo-team,https://avatars.githubusercontent.com/u/98563464?v=4,2024-11-01T02:54:47Z
867298012,langchain-ai/open-canvas,https://github.com/langchain-ai/open-canvas,"📃 A better UX for chat, writing content, and coding with LLMs.",TypeScript,4522,694,2025-04-23T19:22:41Z,langchain-ai,https://avatars.githubusercontent.com/u/126733545?v=4,2024-10-31T17:59:32Z
812077621,microsoft/data-formulator,https://github.com/microsoft/data-formulator,🪄 Create rich visualizations with AI ,TypeScript,11517,882,2025-05-16T00:42:59Z,microsoft,https://avatars.githubusercontent.com/u/6154722?v=4,2024-10-31T00:24:53Z
808207942,anthropics/courses,https://github.com/anthropics/courses,Anthropic's educational courses,Jupyter Notebook,11572,1043,2024-11-26T17:59:04Z,anthropics,https://avatars.githubusercontent.com/u/76263028?v=4,2024-10-30T19:59:47Z
265122478,ManimCommunity/manim,https://github.com/ManimCommunity/manim,A community-maintained Python framework for creating mathematical animations. ,Python,31768,2229,2025-05-12T17:00:56Z,ManimCommunity,https://avatars.githubusercontent.com/u/65579849?v=4,2024-10-28T06:15:38Z
32689863,3b1b/manim,https://github.com/3b1b/manim,Animation engine for explanatory math videos,Python,77451,6690,2025-03-20T19:00:35Z,3b1b,https://avatars.githubusercontent.com/u/11601040?v=4,2024-10-28T06:15:15Z
667297720,meta-llama/llama-cookbook,https://github.com/meta-llama/llama-cookbook,"Welcome to the Llama Cookbook! This is your go to guide for Building with Llama: Getting started with Inference, Fine-Tuning, RAG. We also show you how to solve end to end problems using Llama model family and using them on various provider services  ",Jupyter Notebook,17312,2477,2025-05-14T16:44:20Z,meta-llama,https://avatars.githubusercontent.com/u/153379578?v=4,2024-10-28T02:08:54Z
5483330,soimort/you-get,https://github.com/soimort/you-get,:arrow_double_down: Dumb downloader that scrapes the web,Python,55595,9754,2025-04-27T15:33:25Z,soimort,https://avatars.githubusercontent.com/u/342945?v=4,2024-10-27T13:12:42Z
764723738,Skyvern-AI/skyvern,https://github.com/Skyvern-AI/skyvern,Automate browser-based workflows with LLMs and Computer Vision,Python,13359,1058,2025-05-16T23:26:38Z,Skyvern-AI,https://avatars.githubusercontent.com/u/141457985?v=4,2024-10-26T23:59:48Z
867866058,usefulsensors/moonshine,https://github.com/usefulsensors/moonshine,Fast and accurate automatic speech recognition (ASR) for edge devices,Python,2705,142,2025-05-12T21:03:25Z,usefulsensors,https://avatars.githubusercontent.com/u/98664891?v=4,2024-10-26T23:58:14Z
877143674,corbt/agent.exe,https://github.com/corbt/agent.exe,,TypeScript,3485,334,2024-11-15T01:11:47Z,corbt,https://avatars.githubusercontent.com/u/176426?v=4,2024-10-24T05:46:43Z
852027111,Tencent/DepthCrafter,https://github.com/Tencent/DepthCrafter,[CVPR 2025 Highlight] DepthCrafter: Generating Consistent Long Depth Sequences for Open-world Videos,Python,1302,75,2025-04-18T04:03:05Z,Tencent,https://avatars.githubusercontent.com/u/18461506?v=4,2024-10-20T09:34:03Z
831872524,getomni-ai/zerox,https://github.com/getomni-ai/zerox,OCR & Document Extraction using vision models,TypeScript,11164,737,2025-04-29T21:41:23Z,getomni-ai,https://avatars.githubusercontent.com/u/152649903?v=4,2024-10-18T13:22:50Z
639195966,kyegomez/swarms,https://github.com/kyegomez/swarms,The Enterprise-Grade Production-Ready Multi-Agent Orchestration Framework. Website: https://swarms.ai,Python,4860,560,2025-05-15T01:33:50Z,kyegomez,https://avatars.githubusercontent.com/u/98760976?v=4,2024-10-13T02:47:33Z
761974775,openai/swarm,https://github.com/openai/swarm,"Educational framework exploring ergonomic, lightweight multi-agent orchestration. Managed by OpenAI Solution team.",Python,19793,2099,2025-03-11T17:27:22Z,openai,https://avatars.githubusercontent.com/u/14957082?v=4,2024-10-12T23:42:05Z
793375104,Shubhamsaboo/awesome-llm-apps,https://github.com/Shubhamsaboo/awesome-llm-apps,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models.",Python,32108,3610,2025-05-14T20:14:23Z,Shubhamsaboo,https://avatars.githubusercontent.com/u/31396011?v=4,2024-10-05T21:29:27Z
839424305,pinokiofactory/flux-webui,https://github.com/pinokiofactory/flux-webui,,JavaScript,183,31,2025-03-17T00:00:23Z,pinokiofactory,https://avatars.githubusercontent.com/u/169162123?v=4,2024-10-03T22:28:33Z
861488443,erik-dunteman/moshi,https://github.com/erik-dunteman/moshi,"The Moshi speech-to-speech model, deployed to Modal with a realtime CLI chat",Python,56,5,2024-09-24T16:45:31Z,erik-dunteman,https://avatars.githubusercontent.com/u/44653944?v=4,2024-09-24T13:51:17Z
679506386,menloresearch/jan,https://github.com/menloresearch/jan,Jan is an open source alternative to ChatGPT that runs 100% offline on your computer,TypeScript,28961,1712,2025-05-16T15:20:54Z,menloresearch,https://avatars.githubusercontent.com/u/102363196?v=4,2024-09-24T13:28:39Z
726082384,wasp-lang/open-saas,https://github.com/wasp-lang/open-saas,"A free, open-source SaaS app starter for React & Node.js with superpowers. Full-featured. Community-driven.",TypeScript,10929,1117,2025-05-16T14:35:04Z,wasp-lang,https://avatars.githubusercontent.com/u/55102317?v=4,2024-09-24T13:28:13Z
162998479,sherlock-project/sherlock,https://github.com/sherlock-project/sherlock,Hunt down social media accounts by username across social networks,Python,64414,7474,2025-05-06T09:55:10Z,sherlock-project,https://avatars.githubusercontent.com/u/48293496?v=4,2024-09-15T06:06:45Z
597583114,Future-House/paper-qa,https://github.com/Future-House/paper-qa,High accuracy RAG for answering questions from scientific documents with citations,Python,7338,718,2025-05-06T20:38:28Z,Future-House,https://avatars.githubusercontent.com/u/131727825?v=4,2024-09-11T22:26:16Z
292374787,stas00/ml-engineering,https://github.com/stas00/ml-engineering,Machine Learning Engineering Open Book,Python,13729,828,2025-05-08T17:43:47Z,stas00,https://avatars.githubusercontent.com/u/10676103?v=4,2024-09-07T06:44:23Z
837911756,feder-cr/Jobs_Applier_AI_Agent_AIHawk,https://github.com/feder-cr/Jobs_Applier_AI_Agent_AIHawk,"AIHawk aims to easy job hunt process by automating the job application process. Utilizing artificial intelligence, it enables users to apply for multiple jobs in a tailored way.",Python,28138,4215,2025-05-16T23:33:20Z,feder-cr,https://avatars.githubusercontent.com/u/85809106?v=4,2024-08-28T06:45:18Z
841376583,SakanaAI/AI-Scientist,https://github.com/SakanaAI/AI-Scientist,The AI Scientist: Towards Fully Automated Open-Ended Scientific Discovery 🧑‍🔬,Jupyter Notebook,10964,1591,2025-04-26T16:29:55Z,SakanaAI,https://avatars.githubusercontent.com/u/140988036?v=4,2024-08-25T02:22:30Z
669879380,rasbt/LLMs-from-scratch,https://github.com/rasbt/LLMs-from-scratch,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step",Jupyter Notebook,49273,7080,2025-04-20T02:16:18Z,rasbt,https://avatars.githubusercontent.com/u/5618407?v=4,2024-07-30T13:02:30Z
779019589,EmergenceAI/Agent-E,https://github.com/EmergenceAI/Agent-E,Agent driven automation starting with the web. Try it: https://www.emergence.ai/web-automation-api,Python,1111,161,2025-05-12T14:04:37Z,EmergenceAI,https://avatars.githubusercontent.com/u/162732084?v=4,2024-07-25T20:37:08Z
808578967,jbilcke-hf/clapper,https://github.com/jbilcke-hf/clapper,"Clapper.app, a video synthesizer and sequencer designed for the age of AI cinema",TypeScript,2213,214,2025-03-09T21:29:39Z,jbilcke-hf,https://avatars.githubusercontent.com/u/137051437?v=4,2024-07-10T22:02:59Z
806315903,karpathy/LLM101n,https://github.com/karpathy/LLM101n,LLM101n: Let's build a Storyteller,,33428,1823,2024-08-01T01:20:33Z,karpathy,https://avatars.githubusercontent.com/u/241138?v=4,2024-06-23T12:22:23Z
571613891,roboflow/supervision,https://github.com/roboflow/supervision,We write your reusable computer vision tools. 💜,Python,26607,2009,2025-05-12T17:28:31Z,roboflow,https://avatars.githubusercontent.com/u/53104118?v=4,2024-06-13T04:21:30Z
797901399,ai8hyf/OpenResearchAssistant,https://github.com/ai8hyf/OpenResearchAssistant,An automated tool for discovering insights from research papaer corpora,HTML,138,7,2024-06-08T17:05:33Z,ai8hyf,https://avatars.githubusercontent.com/u/26658026?v=4,2024-06-07T13:31:26Z
783089952,ishaan1013/sandbox,https://github.com/ishaan1013/sandbox,Code editing environment with an AI copilot and real-time collaboration,TypeScript,1377,124,2025-01-08T20:26:18Z,ishaan1013,https://avatars.githubusercontent.com/u/69771365?v=4,2024-05-31T01:43:10Z
589831718,comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,"The most powerful and modular diffusion model GUI, api and backend with a graph/nodes interface.",Python,76975,8440,2025-05-16T19:15:59Z,comfyanonymous,https://avatars.githubusercontent.com/u/121283862?v=4,2024-05-22T12:05:44Z
772385740,entropy-research/Devon,https://github.com/entropy-research/Devon,Devon: An open-source pair programmer,Python,3417,281,2024-08-27T04:19:51Z,entropy-research,https://avatars.githubusercontent.com/u/163390653?v=4,2024-05-13T13:49:57Z
799645136,BasedHardware/OpenGlass,https://github.com/BasedHardware/OpenGlass,Turn any glasses into AI-powered smart glasses,C,3638,474,2024-08-14T21:27:33Z,BasedHardware,https://avatars.githubusercontent.com/u/162546372?v=4,2024-05-13T01:05:33Z
749126547,ScrapeGraphAI/Scrapegraph-ai,https://github.com/ScrapeGraphAI/Scrapegraph-ai,Python scraper based on AI,Python,19607,1655,2025-05-16T07:00:08Z,ScrapeGraphAI,https://avatars.githubusercontent.com/u/171017415?v=4,2024-05-10T09:17:30Z
725089041,myshell-ai/OpenVoice,https://github.com/myshell-ai/OpenVoice,Instant voice cloning by MIT and MyShell. Audio foundation model.,Python,32249,3323,2025-04-19T16:00:00Z,myshell-ai,https://avatars.githubusercontent.com/u/127754094?v=4,2024-04-26T13:55:56Z
787076358,mendableai/firecrawl,https://github.com/mendableai/firecrawl,"🔥 Turn entire websites into LLM-ready markdown or structured data. Scrape, crawl and extract with a single API.",TypeScript,38331,3488,2025-05-16T19:29:10Z,mendableai,https://avatars.githubusercontent.com/u/135057108?v=4,2024-04-17T16:23:17Z
771670025,google-gemini/cookbook,https://github.com/google-gemini/cookbook,Examples and guides for using the Gemini API,Jupyter Notebook,12776,1693,2025-05-16T14:05:24Z,google-gemini,https://avatars.githubusercontent.com/u/161781182?v=4,2024-04-16T07:27:18Z
643405499,kyegomez/tree-of-thoughts,https://github.com/kyegomez/tree-of-thoughts,Plug in and Play Implementation of Tree of Thoughts: Deliberate Problem Solving with Large Language Models that Elevates Model Reasoning by atleast 70% ,Python,4495,367,2024-10-29T15:23:25Z,kyegomez,https://avatars.githubusercontent.com/u/98760976?v=4,2024-04-04T06:31:30Z
132750724,codecrafters-io/build-your-own-x,https://github.com/codecrafters-io/build-your-own-x,Master programming by recreating your favorite technologies from scratch.,Markdown,380012,35388,2025-04-11T19:13:28Z,codecrafters-io,https://avatars.githubusercontent.com/u/58904235?v=4,2024-04-02T21:52:37Z
771116636,jasonppy/VoiceCraft,https://github.com/jasonppy/VoiceCraft,Zero-Shot Speech Editing and Text-to-Speech in the Wild,Jupyter Notebook,8266,789,2025-03-15T23:16:51Z,jasonppy,https://avatars.githubusercontent.com/u/47729801?v=4,2024-04-01T05:33:14Z
774710262,hrishioa/lumentis,https://github.com/hrishioa/lumentis,AI powered one-click comprehensive docs from transcripts and text.,TypeScript,1613,101,2025-02-11T17:05:11Z,hrishioa,https://avatars.githubusercontent.com/u/973967?v=4,2024-03-24T23:52:39Z
772632148,philz1337x/clarity-upscaler,https://github.com/philz1337x/clarity-upscaler,Clarity AI | AI Image Upscaler & Enhancer - free and open-source Magnific Alternative,Python,4318,453,2025-03-06T05:43:49Z,philz1337x,https://avatars.githubusercontent.com/u/112502636?v=4,2024-03-16T04:33:26Z
644461337,vercel/ai,https://github.com/vercel/ai,"The AI Toolkit for TypeScript. From the creators of Next.js, the AI SDK is a free open-source library for building AI-powered applications and agents ",TypeScript,14200,2235,2025-05-16T10:51:33Z,vercel,https://avatars.githubusercontent.com/u/14985020?v=4,2024-03-05T03:15:55Z
760231710,hpcaitech/Open-Sora,https://github.com/hpcaitech/Open-Sora,Open-Sora: Democratizing Efficient Video Production for All,Python,26431,2555,2025-04-30T06:43:17Z,hpcaitech,https://avatars.githubusercontent.com/u/88699314?v=4,2024-03-04T21:25:28Z
733166134,princeton-computational-imaging/NSF,https://github.com/princeton-computational-imaging/NSF,"Official code repository for the paper: ""Neural Spline Fields for Burst Image Fusion and Layer Separation""",Jupyter Notebook,297,15,2025-02-18T18:55:03Z,princeton-computational-imaging,https://avatars.githubusercontent.com/u/61526115?v=4,2024-02-20T02:59:08Z
655099582,mlabonne/llm-course,https://github.com/mlabonne/llm-course,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.,Jupyter Notebook,51599,5519,2025-05-12T08:34:35Z,mlabonne,https://avatars.githubusercontent.com/u/81252890?v=4,2024-01-26T16:44:56Z
